Name,PlanetOfOrigin,Intelligence,TechnicalLevel,PreferredPlanetType,PreferredClimate,Colonies,ChanceInMixedPopulation,MaxPercentageOnMixedWorlds,CiadanPresence,AccessLevel,CouncilRelations,Playable,Description
Treens,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Trilarians,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Trillions,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Trime-Erdatheon,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Trinocs,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Triscene,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tromites,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tsiongi,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tunnels,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Turandos,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tyrhanna,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ul-Mor,,COMMON,STONE,H,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Nomadic land octopuses
Uncreated,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Uniocs,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Unity,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Utrom,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Uxorite,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vaadwaur,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vademon,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vanacancia,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vanryn,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vardians,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vardrag,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ventrexians,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Race of anthropomorphic cats similar in stature to humans. War and martial ability are central to Ventrexian culture and history.
Vervoids,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vespidiman,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vinean,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Humanoids with blue skin
Void whales,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vok,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Voth,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vrarsacan,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vurintax,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Tiny, round humanoids. They look like small humans and indeed have a similar biochemistry, giving food to the idea of evolution taking some paths more often than others."
Vyro-Ingo,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vyxinn,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Wadani,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Wanderers,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Wraith,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"The wraith looks like a human; the difference is the grey skin, the long hair of all of them, and some little holes in the face."
Yehat,,COMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Pterodactyl-like species
Hork-Bajir,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L3,OUTSIDE,FALSE,"Large, reptilian aliens with large blades at each of their joints and on their heads. Often referred to as salad mixers. Usually peaceful, despite their appearance, as their blades were meant to be used for stripping bark off the very tall trees of their home world."
Leerans,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L5,UNKNOWN,FALSE,A yellowÿamphibianÿspecies with tentacles for arms that resembles aÿmanta rayÿorÿfrog. They live in the vastÿoceansÿon their homeworld.
Meehooks,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L5,UNKNOWN,FALSE,Dinosaurs with fur
Pyrokyte,,COMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Quarians,,COMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Quishandra,,COMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Rutans,,COMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ryqril,,COMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Sakkra,,COMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Salarians,,COMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Shevar,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Spibbley,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Spridiyns,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tarellian,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tarentatek,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tarkastas,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tines,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Titanians,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Titanide,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Titans,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tlamu,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Tleix,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Trilorrites,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Urpneys,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ur-Quan Kohr-Ah,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ur-Quan Kzer-Za,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Utani,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vullard,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Vulpimax,,COMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Abyormenites,,GENIUS,NONE,Y,CHEMICAL,1,0%,0%,0%,L4,PROTECTED,FALSE,Floating balloons which evolved on some demon-class planet. They are highly intelligent but never developed technology.
Paanuri,,GENIUS,SPACEFARING,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Benibbe,,GIFTED,BRONZE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Baronids,,GIFTED,BRONZE,H,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Bar;zas,,GIFTED,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Benjari,,GIFTED,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Batarian,,GIFTED,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Cheela,,GIFTED,COMPUTERIZED,Y,CHEMICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Celestials,,GIFTED,COMPUTERIZED,Y,SUPERFIERY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Cinnrusskin,,GIFTED,ELECTRIFIED,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Eorna,,GIFTED,ELECTRIFIED,M,TROPICAL,1,0%,0%,0%,L1,OUTSIDE,FALSE,Highly advanced reptilians. They face extinction because for some unknown reason hardly any egg hatches anymore. An active discussion is going on about the question whether to help them or not.
Starwanderer,,GIFTED,FASTERTHANLIGHT,H,MARSHY,1,0%,0%,0%,L1,OUTSIDE,FALSE,"Starwanderers are an enigmatic race from a planet that is in Council space but only has one agreement (very limited trade and no access to anything outside their moon facility.) Their planet has no colonies. They are humanoid in form but quite distinctive, therefore often dressed in concealing clothing so that the differences in anatomy are not noticeable. Starwanderers usually stay on their own marshy planet, but sometimes one goes out to see whats happening off-planet."
Clutcurtl,,GIFTED,FASTERTHANLIGHT,M,SUBTROPICAL,4,10%,10%,0%,L7,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Dakrians,,GIFTED,FASTERTHANLIGHT,,,0,0%,0%,0%,L0,ALLIED,FALSE,"Energy beings, telepathic communication only. Uses a cluster of asteroids to travel. Or maybe the asteroids are the beings. Little is known about them still. "
Atevi,,GIFTED,GATEUSER,M,TEMPERATE,1,1%,1%,1%,L0,ALLIED,FALSE,"Tall, dark, mysterious humanoids. Culture progressed rapidly from steam-age to spacefaring (perhaps due to their numerological language,) then stopped progressing because of their societal structure. Society is based on assassins guilds rather than police. Council membership is pending."
Cerebrocrustacean,,GIFTED,RENAISSANCE,M,OCEAN,1,0%,0%,0%,L2,PROTECTED,FALSE,Crab-like aliens with massive heads due to super-sized brains. They are extremely intelligent but their large heads severely limit their physical options.
Orionsha,,GIFTED,RENAISSANCE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Inandolians,Trin,GIFTED,RENAISSANCE,M,TROPICAL,1,0%,0%,0%,L5,ALLIED,FALSE,"Four-armed monkey-like aliens from a  jungle planet, they have the ability to produce strong webbing from their tails. As the jungle destroys any technology in a matter of hours, theirs is completely based on woods. This also stops them from advancing past Renaissance level. They do understand how faster-than-light travel would work though, and because of this the Council allowed trade contacts. Keepers of the Undolian spice."
Whrloo,,GIFTED,STONE,Y,CHEMICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Wirrn,,GIFTED,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Winathians,,GIFTED,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Wisps,,GIFTED,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Woggrun,,GIFTED,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Wolfweeds,,GIFTED,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Wrkncacnter,,GIFTED,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chelonians,,MASTERMIND,COMPUTERIZED,H,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Beeellian,,PRESAPIENT,BRONZE,Y,CHEMICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Glendaliens,,PRESAPIENT,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,A species of slime-like creatures. 
Hrud,,PRESAPIENT,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
X Parasites,,PRESAPIENT,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xanthalan,,PRESAPIENT,STONE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xchagger,,PRESAPIENT,STONE,N,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xen-mraga,,PRESAPIENT,STONE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xarcids,,PRESAPIENT,STONE,N,SUBARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xarians,,PRESAPIENT,STONE,N,SUBARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xenexian,,PRESAPIENT,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Doog,,PRESAPIENT,STONE,M,TEMPERATE,1,0%,0%,0%,L2,OUTSIDE,FALSE,Reptiloid with canine features. Extremely dull-witted.
Lk,,PRESAPIENT,STONE,L,TROPICAL,1,0%,0%,0%,L4,PROTECTED,FALSE,Fungi type alien
Orycan,,PRODIGY,RENAISSANCE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Bgztl,,SAPIENT,BRONZE,R,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Biros-Anos,,SAPIENT,BRONZE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Brubelan,,SAPIENT,BRONZE,R,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Berserkers,,SAPIENT,BRONZE,R,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Bismollian,,SAPIENT,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Bith,,SAPIENT,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Terrians,,SAPIENT,BRONZE,L,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"They are humanoid in shape but not in physiology. Their chemical structure is silica-based, and they are symbiotic with their planet and able to move through the soil. "
Hutts,,SAPIENT,IRON,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Iberons,,SAPIENT,IRON,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Iconias,,SAPIENT,IRON,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Beffel,,SAPIENT,IRON,M,TEMPERATE,1,0%,0%,0%,L2,PROTECTED,FALSE,"A four-legged sentient species of low intelligence. Befflem (plural) are described as having armored hides and possessing stumpy legs despite their agility. They are generally playful and agreeable and make an endearing squeaking noise, but their fighting skills should not be underestimated."
Humma,,SAPIENT,IRON,R,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Husnock,,SAPIENT,IRON,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hydrogues,,SAPIENT,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hykhar,,SAPIENT,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ibs,,SAPIENT,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Hykraius,,SAPIENT,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Morkin,,SAPIENT,NONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Macra,,SAPIENT,STONE,Y,CHEMICAL,1,0%,0%,0%,L5,OUTSIDE,FALSE,Huge crustacoids who feed on noxious gases that are deadly to humans.
Arburian Pelarota,,SAPIENT,STONE,H,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Bulky yellow aliens that can curl into a ball, much like a pillbug, and are very hard to damage in ball form. They use this to crush enemies either by bouncing around or rolling over them"
Dalimons,,SAPIENT,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Purplish-skinned amorphous species
Metroid,,SAPIENT,STONE,H,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"A creature that, in its infancy, resembles a jellyfish-like creature. As it grows, it undergoes two metamorphoses, the first one making it similar to an arthropod, and the second one making it resemble a quadrupedal theropod dinosaur."
Xenomorphs,,SAPIENT,STONE,R,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xenu,,SAPIENT,STONE,R,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xiangs,,SAPIENT,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xiullits,,SAPIENT,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xorda,,SAPIENT,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xx-ists,,SAPIENT,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Duos,,SAPIENT,STONE,L,TROPICAL,1,0%,0%,0%,L5,UNKNOWN,FALSE,Sapient semi-humanoid plants
Bjorkatil,,SMART,BRONZE,D,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Brikar,,SMART,BRONZE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Boodie-Nen,,SMART,BRONZE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Bradicor,,SMART,BRONZE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Braileans,,SMART,BRONZE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Bright,,SMART,BRONZE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Budong,,SMART,BRONZE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Blastaar,,SMART,BRONZE,H,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Brain Dogs,,SMART,BRONZE,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Briori,,SMART,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Blasteen,,SMART,BRONZE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Briiid,,SMART,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Galvan,,SMART,BRONZE,M,TROPICAL,1,0%,0%,0%,L3,OUTSIDE,FALSE,"Small, frog-like humanoids, Galvans are quite intelligent, especially in inventing and innovation."
Cirronians,,SMART,ELECTRIFIED,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Cizerack,,SMART,ELECTRIFIED,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Cyborg,,SMART,FASTERTHANLIGHT,M,TEMPERATE,0,80%,1%,1%,L0,MEMBER,TRUE,A cyborg is an intelligent and sentient person made out of non-biological (artificial) materials. A cyborg us unable to use any form of psionics and it cannot heal or be healed the same way biological creatures do. If a cyborg is damaged it takes someone trained in repairing and drone technology to heal this.
Amazonians,,SMART,GATEUSER,M,TROPICAL,1,0%,0%,1%,L1,MEMBER,FALSE,"Large humanoid women, on average standing at about 240 to 260 cm. Men of this species have died out, the race evolved to procreate by means of egg cells merging. This caused a focus on medical technology at the expense of engineering skills."
Devastators,,SMART,INDUSTRIAL,M,ARCTIC,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
